
parl_l_CR_bert-base-multilingual-cased_seed_101
,precision,recall,f1-score,support
0,0.9964109302141785,0.9939061343665838,0.9951569561590327,1014791.0
1,0.8588063381889584,0.9119208669721435,0.8845669939443823,41247.0
accuracy,0.9907039330024109,0.9907039330024109,0.9907039330024109,0.9907039330024109
macro avg,0.9276086342015684,0.9529135006693636,0.9398619750517074,1056038.0
weighted avg,0.9910363351643182,0.9907039330024109,0.990837505370834,1056038.0

parl_l_CR_bert-base-multilingual-cased_seed_1024
,precision,recall,f1-score,support
0,0.9960842464172187,0.9949132382924168,0.9954983979897346,1014791.0
1,0.8783694627709708,0.9037748199869081,0.8908910583483695,41247.0
accuracy,0.9913535308388524,0.9913535308388524,0.9913535308388524,0.9913535308388524
macro avg,0.9372268545940947,0.9493440291396624,0.943194728169052,1056038.0
weighted avg,0.9914865125467928,0.9913535308388524,0.9914126179911101,1056038.0

parl_l_CR_bert-base-multilingual-cased_seed_37
,precision,recall,f1-score,support
0,0.9961048329874362,0.9946481590790616,0.9953759630944855,1014791.0
1,0.8729025765837448,0.9043081921109414,0.8883278954011764,41247.0
accuracy,0.9911196377403085,0.9911196377403085,0.9911196377403085,0.9911196377403085
macro avg,0.9345037047855905,0.9494781755950015,0.9418519292478309,1056038.0
weighted avg,0.9912927680145063,0.9911196377403085,0.9911948525206747,1056038.0

parl_l_CR_bert-base-multilingual-cased_seed_42
,precision,recall,f1-score,support
0,0.9963797622483228,0.9934548099066705,0.9949151363143152,1014791.0
1,0.8498168498168498,0.9111935413484618,0.8794356112456565,41247.0
accuracy,0.9902418284190531,0.9902418284190531,0.9902418284190531,0.9902418284190531
macro avg,0.9230983060325864,0.9523241756275661,0.9371753737799858,1056038.0
weighted avg,0.9906552708483344,0.9902418284190531,0.990404707740242,1056038.0

parl_l_CR_bert-base-multilingual-cased_seed_8
,precision,recall,f1-score,support
0,0.9968631515240218,0.9933414860793996,0.9950992030096788,1014791.0
1,0.8492817630264097,0.9230974373893859,0.884652470405093,41247.0
accuracy,0.9905978762127878,0.9905978762127878,0.9905978762127878,0.9905978762127878
macro avg,0.9230724572752158,0.9582194617343928,0.9398758367073858,1056038.0
weighted avg,0.9910988802275712,0.9905978762127878,0.990785346519911,1056038.0
